"weight","idlist","id","waiting time","duration","total request","priority","completed jobs"
2.056027992817107E-12,7177,2183,26.400028,28.337096295054796,544,2,96
2.0537721541919757E-12,7176,3481,13.399992,72.75977607815906,756,3,6
2.0492738291038494E-12,7175,3571,12.599993,18.285160069853287,411,2,94
2.0467086470593344E-12,7174,871,39.60008,80.01710917696633,144,3,89
2.0361935820163415E-12,7173,6910,1.0,31.039487195124355,14,2,20
2.03390425024726E-12,7172,2725,21.000008,26.35144357308882,810,2,58
2.0329540916165767E-12,7171,4298,5.1999993,52.973536073793625,60,3,22
2.031932285890043E-12,7170,2089,27.400032,46.53205924136361,191,2,96
2.0317879960657907E-12,7169,1802,30.200043,61.64397487480818,163,1,57
2.030256903497722E-12,7168,1332,35.00006,67.396286636224,169,1,58
2.0289323191278824E-12,7167,5225,1.0,3.251676295666301,375,1,65
2.028064925864448E-12,7166,2419,24.00002,79.45886682818225,477,1,11
2.0254833564285693E-12,7165,1236,36.000065,62.23259151665518,746,3,33
2.023126707157959E-12,7164,2203,26.200027,27.61570062792433,899,2,67
2.0226881189693003E-12,7163,1070,37.60007,28.052104894665764,709,1,99
2.0213422921979267E-12,7162,1097,37.40007,43.03814743702592,516,3,91
2.015600417022047E-12,7161,4285,5.399999,50.71191940797157,109,1,10
2.014545643441387E-12,7160,1418,34.200058,51.05009616497831,443,1,43
2.0133680543271454E-12,7159,8986,1.0,18.955955915013597,21,3,42
1.9992436376195797E-12,7158,6216,1.0,12.832222477239322,223,2,11
1.9956370840184207E-12,7157,388,44.400097,88.7213911586409,128,1,62
1.9932865440607466E-12,7156,403,44.400097,66.29682416906789,954,1,21
1.9827433582811693E-12,7155,8324,1.0,4.477792433144287,166,1,71
1.9814418911347717E-12,7154,6868,1.0,9.442588437725625,33,1,67
1.9805056956839892E-12,7153,3117,16.999992,76.56159683724137,84,2,39
1.97302886277218E-12,7152,2901,19.2,36.99448926682161,506,1,31
1.9727339340635893E-12,7151,1988,28.400036,95.8199092123189,479,1,10
1.970934251312261E-12,7150,68,47.60011,33.19100489575431,793,1,94
1.969796315715467E-12,7149,2296,25.400024,23.593876985254997,795,2,95
1.9662238040754117E-12,7148,284,45.6001,38.60649784534616,986,3,88
1.9628010350365494E-12,7147,32,48.00011,70.07323469242318,925,3,34
1.9517159476586303E-12,7146,1173,36.600067,58.98553143848348,246,2,78
1.940588483802646E-12,7145,764,40.600082,80.17066874767161,575,3,31
1.9404417225085465E-12,7144,2116,27.200031,80.51666149784906,754,1,9
1.903932795323249E-12,7143,163,46.800106,38.90190023995773,962,3,93
1.894972425913081E-12,7142,3509,13.199992,77.31055784181787,480,1,5
1.8930723279271315E-12,7141,504,43.200092,75.57604444447783,209,1,55
1.8869007693248318E-12,7140,4252,5.599999,13.086970764115355,227,2,92
1.8830871565420973E-12,7139,6909,1.0,2.4161639996411313,637,1,74
1.8827813923344843E-12,7138,3031,17.999996,46.836526298828645,927,3,18
1.8771955003061925E-12,7137,632,42.000088,39.80914881140502,522,1,81
1.8737889630321013E-12,7136,6200,1.0,10.031076510231344,400,3,13
1.870266111661736E-12,7135,4483,3.4000006,12.945344326550336,169,2,60
1.8677359589117987E-12,7134,3501,13.199992,61.22022724934938,772,2,7
1.863943920316482E-12,7133,3831,9.999995,27.39910708486547,709,2,22
1.862408011641623E-12,7132,2443,23.800018,61.888974471150235,320,3,38
1.861221514036079E-12,7131,3647,11.7999935,35.489981366257105,480,1,18
1.858272570326448E-12,7130,1887,29.40004,69.93170333052667,510,2,24
1.85318536490103E-12,7129,6973,1.0,3.430895640437354,380,2,80
1.8485533073747773E-12,7128,1861,29.60004,38.02989202861092,437,3,97
1.843902664506683E-12,7127,381,44.600098,64.78901967573377,215,1,75
1.8394182136453128E-12,7126,9786,1.0,49.62706050913049,12,2,10
1.836236685566322E-12,7125,1579,32.60005,49.02953033698038,259,2,91
1.8358680941728765E-12,7124,6694,1.0,8.251679641650416,49,3,100
1.827692202069564E-12,7123,4978,1.0,2.705490356604898,739,2,72
1.8198123043597166E-12,7122,4280,5.399999,28.397922341461612,81,2,50
1.8126020227461252E-12,7121,160,46.800106,41.90261044065812,799,1,62
1.808499438761341E-12,7120,1530,33.000053,87.46997903930979,302,2,29
1.8051626072339908E-12,7119,1182,36.400066,53.231581894499655,379,3,80
1.8038707263038132E-12,7118,4896,1.0,7.97762529965821,175,2,33
1.7965927628342703E-12,7117,6257,1.0,3.651534483636572,808,1,30
1.7953602052173487E-12,7116,1651,31.800049,28.962086558991405,905,3,99
1.7948209738555572E-12,7115,6574,1.0,5.053837627683319,737,3,28
1.7946485139063716E-12,7114,4035,7.799997,22.41726610598073,480,2,31
1.7944524750201097E-12,7113,3884,9.399996,19.202211330148316,528,3,58
1.7926660293845514E-12,7112,1320,35.20006,50.589864159545876,232,1,80
1.791441631869329E-12,7111,294,45.4001,87.12364072322666,207,3,73
1.79052415050918E-12,7110,668,41.600086,98.53777998095063,540,3,24
1.7836501512627272E-12,7109,5895,1.0,7.2608862214139,84,3,83
1.7797441625851374E-12,7108,1111,37.20007,88.8691724268847,97,1,63
1.778517256104063E-12,7107,5147,1.0,4.567200657894242,635,3,38
1.7735238505613873E-12,7106,1461,33.600056,64.01379291564984,286,2,55
1.7728835078730185E-12,7105,4597,2.4000003,13.136795499123997,44,1,83
1.7721110938833684E-12,7104,2630,22.000011,62.55463232295372,404,2,24
1.7716320699807173E-12,7103,1159,36.800068,99.92811059238683,908,3,13
1.7684027924758345E-12,7102,1091,37.40007,38.85841008612893,412,1,89
1.7593138347830434E-12,7101,8091,1.0,24.492517450021182,978,3,1
1.7546828975943261E-12,7100,2948,18.8,30.021605683900724,629,3,60
1.7543878699371277E-12,7099,58,47.80011,45.48654456848225,883,2,68
1.7401595026162227E-12,7098,8387,1.0,6.6681974974680145,118,1,48
1.736462552967038E-12,7097,935,39.000076,73.54642477991345,203,2,70
1.7339497704116958E-12,7096,3312,15.19999,15.338253420696306,643,1,95
1.7335122936692964E-12,7095,2055,27.800034,43.869123289944916,671,3,50
1.725406395734496E-12,7094,6086,1.0,3.084457796332338,541,2,75
1.7212196033662452E-12,7093,3932,8.799996,25.658970928631728,778,1,15
1.7207179446694448E-12,7092,5298,1.0,16.153001963716978,343,1,4
1.7198323696576925E-12,7091,1393,34.40006,82.9609196280706,145,3,73
1.7126590862922125E-12,7090,4057,7.599997,15.47240230815635,411,1,51
1.7093760470520132E-12,7089,1709,31.200047,92.44299417538127,192,1,27
1.7079172969933868E-12,7088,3393,14.399991,79.89234663515931,380,2,9
1.7005697647491299E-12,7087,3550,12.799993,38.49604020533723,682,2,18
1.6952660077201671E-12,7086,2383,24.40002,43.55068919389356,209,2,92
1.6909781368184115E-12,7085,128,47.000107,40.91688632913862,803,2,88
1.6873382614681592E-12,7084,1918,29.000038,60.517311207742615,604,1,21
1.6823419010098815E-12,7083,5005,1.0,56.349189099842164,153,3,1
1.6793804824659348E-12,7082,2816,20.000004,57.98882707402496,102,3,87
1.6752077893542098E-12,7081,1376,34.60006,52.92655484823334,611,2,45
1.673339641381959E-12,7080,9275,1.0,3.53464189941787,399,2,76
1.66013517972978E-12,7079,2612,22.200012,89.40059829827132,782,3,9
1.6596450325380194E-12,7078,2561,22.600014,44.378191518424316,749,2,29
1.655409653097408E-12,7077,1137,37.00007,85.4872384961896,116,2,79
1.646171707829171E-12,7076,4287,5.399999,13.257980786613714,436,3,63
1.6435040965715952E-12,7075,2016,28.200035,75.60313013918044,650,3,20
1.642061335414765E-12,7074,1981,28.400036,94.96336978675333,314,3,24
1.639439547437952E-12,7073,406,44.200096,81.64095208091204,791,1,18
1.632357747768183E-12,7072,3330,14.99999,95.60603491706962,456,2,6
1.6294680926203874E-12,7071,2464,23.600018,22.482144296485327,775,1,78
1.6274210861502737E-12,7070,5922,1.0,27.3026732366779,332,2,2
1.6271677032761685E-12,7069,715,41.200085,76.46289656597628,246,1,47
1.6210477405760274E-12,7068,1728,31.000046,94.06121111456274,263,3,32
1.6173596212305404E-12,7067,3504,13.199992,70.07174206907375,552,3,9
1.6090412050003848E-12,7066,3735,10.799994,33.679410011368255,168,1,43
1.606635287548485E-12,7065,99,47.40011,38.47027374594081,873,2,95
1.605766559945213E-12,7064,1404,34.200058,46.237582438221864,991,2,39
1.5995720028429488E-12,7063,447,43.800095,89.09184308226236,186,3,76
1.5991467092969695E-12,7062,2785,20.400005,84.78554038427629,102,3,46
1.5971005988502184E-12,7061,1732,31.000046,53.79013426568262,464,3,56
1.59517689012466E-12,7060,2244,25.800026,68.11332446850547,125,1,52
1.5936552712383412E-12,7059,643,41.800087,46.88470061247938,625,3,86
1.5907989331062707E-12,7058,7832,1.0,11.10551649287291,84,1,26
1.5863160121501638E-12,7057,3677,11.399994,14.648443915777392,951,2,69
1.583140091477166E-12,7056,4135,6.799998,33.32058555047898,45,1,66
1.582508240084971E-12,7055,3931,8.999996,89.88960363100567,601,3,3
1.5751666377884123E-12,7054,906,39.200077,41.685611407834486,732,3,86
1.5718292023279495E-12,7053,2990,18.399998,31.70785438495525,395,3,80
1.571292567250529E-12,7052,2625,22.000011,26.611220984147405,882,2,63
1.5644255465648109E-12,7051,3422,13.999991,47.946216460097936,245,3,38
1.5554189976112612E-12,7050,2497,23.400017,20.41987059557604,779,1,93
1.5453745398124443E-12,7049,2049,27.800034,74.09867789300287,450,3,28
1.537588459631937E-12,7048,3427,13.999991,57.77360133658851,137,1,28
1.536950765058046E-12,7047,4312,4.9999995,8.207246766654954,788,3,86
1.536703627807862E-12,7046,716,41.200085,51.8492484221384,502,3,85
1.5355114171027157E-12,7045,8019,1.0,4.039781042650016,689,2,40
1.5331101047237508E-12,7044,4190,6.399998,65.21455968890226,57,2,20
1.5311876951341423E-12,7043,226,46.000103,49.38287441171537,723,3,81
1.5291112597715862E-12,7042,3446,13.799992,15.284325397126441,870,2,91
1.5290566469819524E-12,7041,4255,5.599999,12.930177125622597,867,2,35
1.5075258014324041E-12,7040,1103,37.20007,82.19628855852594,432,2,31
1.5062117912595209E-12,7039,1112,37.20007,84.05098847638017,299,2,40
1.498633582017198E-12,7038,3098,17.199993,59.697839246301115,487,2,17
1.4977109460864242E-12,7037,4583,2.4000003,12.128801373242919,591,3,20
1.4909426749191488E-12,7036,474,43.600094,49.8720778778831,998,2,49
1.490351958858939E-12,7035,2092,27.400032,29.58319811335553,699,1,66
1.4894318142694287E-12,7034,4086,7.399997,80.22930672942917,61,3,19
1.4852761910998524E-12,7033,4825,1.0,46.60578265697626,104,2,2
1.484524011663007E-12,7032,3105,17.199993,60.889659567986506,86,1,50
1.4796925998126224E-12,7031,3319,14.99999,44.37193966608919,189,1,39
1.4758799771160913E-12,7030,1153,36.800068,36.64390305329292,759,3,99
1.4753166768944822E-12,7029,1477,33.600056,73.70402535290755,550,3,32
1.4726004463326934E-12,7028,721,41.200085,75.3440721661586,246,3,78
1.4700524346915291E-12,7027,839,40.00008,76.08993033339546,906,2,22
1.47001524840072E-12,7026,43,48.00011,46.293749491110255,806,3,90
1.4660880425852525E-12,7025,3168,16.59999,96.71053042208244,484,3,8
1.4621509799548033E-12,7024,1398,34.40006,53.96061735470471,489,3,64
1.4591950090692775E-12,7023,7698,1.0,26.567747508417078,62,1,7
1.457095312946263E-12,7022,2670,21.60001,28.11941589309882,947,1,41
1.454059926541614E-12,7021,8172,1.0,42.26192566944156,10,3,20
1.4525931813878655E-12,7020,741,41.000084,74.64847049816441,208,2,77
1.4478387309532977E-12,7019,318,45.2001,33.12454611052069,849,1,94
1.4463531194355378E-12,7018,7729,1.0,6.323354682407045,267,3,46
1.4401357880562922E-12,7017,8480,1.0,9.968451206014276,522,2,10
1.4384098814595704E-12,7016,358,44.8001,67.5626457299444,331,3,85
1.4347013930554293E-12,7015,2308,25.200024,26.654805329053573,686,1,73
1.4216574549950484E-12,7014,321,45.2001,52.19997480310778,316,1,92
1.4201437916350973E-12,7013,1255,35.800064,39.801094749881294,973,1,44
1.418042275462064E-12,7012,6565,1.0,32.60494942959489,467,2,1
1.411389876810481E-12,7011,1767,30.600044,24.11176684181213,912,1,92
1.4080567761479105E-12,7010,2070,27.600033,35.92686717708622,594,3,85
1.4013190249648795E-12,7009,1465,33.600056,70.89029017703703,514,3,37
1.3990239469136584E-12,7008,796,40.40008,60.73872974228951,674,3,51
1.3943229548375919E-12,7007,1179,36.600067,51.57715571494391,204,1,100
1.3926864385882607E-12,7006,1871,29.60004,53.38472951486198,596,3,46
1.3895808339634476E-12,7005,1499,33.400055,80.32674725443171,745,1,14
1.3876666322635315E-12,7004,3874,9.399996,67.0847726241269,83,1,19
1.383197536814686E-12,7003,2369,24.600021,51.81290762712588,324,2,52
1.3825990081706011E-12,7002,1364,34.60006,41.02365879261172,350,1,91
1.3778511513691795E-12,7001,3032,17.999996,21.61502155909894,486,1,89
1.3766751105957918E-12,7000,1521,33.000053,69.71968342250553,343,2,44
1.37614288005545E-12,6999,605,42.20009,84.46882313547772,397,3,46
1.3746704943234647E-12,6998,2643,21.80001,64.15913136523358,747,3,18
1.3746453920328623E-12,6997,6912,1.0,5.887021487478238,276,3,52
1.3651100111482997E-12,6996,3149,16.799992,68.42965701436462,260,3,26
1.350790163968378E-12,6995,1800,30.200043,41.89232260868679,652,3,69
1.3460867675667108E-12,6994,2738,20.800007,70.07909050342253,570,3,18
1.3460240614709767E-12,6993,3030,17.999996,21.115111714886925,549,1,85
1.345857037803026E-12,6992,1662,31.600048,73.9075930001958,473,1,22
1.3457756794429204E-12,6991,3199,16.19999,38.64751710258814,687,3,32
1.3428805480019601E-12,6990,1475,33.600056,45.7334113220925,474,1,57
1.338273706487558E-12,6989,560,42.80009,94.2325041568572,384,2,34
1.3370104236509476E-12,6988,212,46.200104,42.78464477217325,907,2,79
1.3354895181135636E-12,6987,261,45.800102,68.21042545406259,303,2,81
1.3331076283569397E-12,6986,1100,37.40007,63.39156296066662,262,3,92
1.3268424178126786E-12,6985,165,46.600105,57.952192513888754,893,2,47
1.3219649803394185E-12,6984,3623,11.999993,19.002615632080627,590,3,86
1.321103393572901E-12,6983,4246,5.7999988,9.914521240965076,604,2,84
1.3197905227991944E-12,6982,1449,33.800056,69.62865255708233,186,3,89
1.3185387318377187E-12,6981,1117,37.20007,52.78220170652658,819,1,33
1.3136688547749657E-12,6980,3669,11.599994,29.066915042145823,133,1,81
1.3119469959409734E-12,6979,4751,1.0,12.160058969756506,662,3,7
1.3091778132001416E-12,6978,1975,28.600037,44.657418472345825,678,1,36
1.3046335037292897E-12,6977,2018,28.000034,55.68774430128117,537,3,44
1.3009478268391276E-12,6976,2820,20.000004,21.087309354520695,924,1,66
1.2980547409017676E-12,6975,3494,13.399992,26.332783780539813,737,3,47
1.295523853124017E-12,6974,3563,12.599993,72.53558712613862,44,2,56
1.2951686256258896E-12,6973,3285,15.39999,32.66582065391076,407,2,53
1.2881589261541965E-12,6972,3336,14.799991,35.66627276396457,226,1,52
1.2877365000680905E-12,6971,2882,19.400002,41.88908547626016,631,2,33
1.2875359539116726E-12,6970,9221,1.0,9.096052165196399,402,3,18
1.2855419608543596E-12,6969,1600,32.40005,44.68279634953751,469,3,90
1.2846445877255514E-12,6968,1667,31.600048,34.55449243959926,958,3,78
1.282114833018787E-12,6967,5687,1.0,9.020206992244237,912,1,6
1.2750244995524562E-12,6966,1828,30.000042,64.38697415870269,313,3,58
1.2702992876923344E-12,6965,992,38.400074,48.95768625109408,416,1,69
1.2693242288480568E-12,6964,2650,21.80001,37.51572987125975,262,1,73
1.2657505478668636E-12,6963,3283,15.39999,66.42143833745162,85,2,52
1.2650305220850674E-12,6962,2163,26.600029,23.36781751411193,920,1,83
1.2626546011646298E-12,6961,2259,25.600025,33.38503056975644,877,1,43
1.2577138846967244E-12,6960,1052,37.80007,87.9647774971565,496,2,27
1.252352930376987E-12,6959,4049,7.799997,12.051298513497562,905,1,50
1.2489740515055743E-12,6958,1644,31.800049,72.38107277567441,198,2,63
1.2484914433420904E-12,6957,787,40.40008,70.90558339275479,202,2,90
1.246402008642798E-12,6956,1710,31.200047,40.02787154408493,354,1,85
1.2458641760217091E-12,6955,2080,27.400032,88.62148761322587,887,1,8
1.2450302410437275E-12,6954,7363,1.0,51.48921363126388,4,1,19
1.2446522510974088E-12,6953,2832,20.000004,45.62921380438969,901,1,17
1.242682707657732E-12,6952,547,42.80009,72.88019625112945,702,1,26
1.2410711513178895E-12,6951,1155,36.800068,66.11425884333494,680,3,40
1.241040325720095E-12,6950,1999,28.200035,34.30267787924006,371,1,94
1.237942610682796E-12,6949,2579,22.400013,49.74881703626127,284,2,57
1.2361980634080488E-12,6948,2105,27.200031,75.64205087812176,105,1,59
1.2343084893793682E-12,6947,309,45.2001,57.79991919257925,869,3,56
1.2318559401649863E-12,6946,1412,34.200058,54.804713867916654,203,1,86
1.2287194203711515E-12,6945,31,48.00011,71.89343585186693,849,1,27
1.2259407344608752E-12,6944,2397,24.40002,66.61275255315617,104,3,100
1.2235927056897277E-12,6943,814,40.20008,81.0118081731497,181,3,91
1.2224259612025975E-12,6942,9619,1.0,6.702143091050093,143,1,47
1.2159943123665673E-12,6941,3414,14.199991,26.974986235667004,656,3,55
1.2150343318261069E-12,6940,222,46.200104,40.22121597467148,639,1,92
1.2135353043341096E-12,6939,2228,26.000027,58.865690038689564,299,1,38
1.2109707853232648E-12,6938,2013,28.200035,83.04589020506475,613,3,20
1.2063007641048349E-12,6937,2373,24.600021,93.18253494066933,86,2,55
1.200765498284916E-12,6936,691,41.400085,80.39006134366227,452,1,30
1.2004780426868942E-12,6935,2860,19.600002,86.64205044103286,64,3,68
1.1994649333258336E-12,6934,1806,30.200043,77.32703672217016,886,1,12
1.1948296326125642E-12,6933,8728,1.0,20.128595552817334,8,1,63
1.1892764461897265E-12,6932,2297,25.400024,34.2728528170625,650,3,82
1.187294665689162E-12,6931,1308,35.20006,61.356972792439656,789,1,25
1.1852799982691268E-12,6930,484,43.600094,83.9665913118018,401,1,33
1.1804372686911474E-12,6929,2638,21.80001,37.53670834387697,412,2,69
1.1758880190299948E-12,6928,2219,26.000027,42.72859618585106,533,2,57
1.175271549952393E-12,6927,2911,19.2,32.07374556593286,300,1,75
1.1735505998011656E-12,6926,3005,18.199997,19.761342380826427,676,1,87
1.1700766105200152E-12,6925,3357,14.599991,45.84594611622889,800,3,19
1.1656374830899668E-12,6924,797,40.40008,87.28939319933146,931,3,22
1.164607808812447E-12,6923,1844,29.800041,27.57247759442944,672,1,96
1.1606468383328056E-12,6922,614,42.20009,77.95056115996867,401,2,48
1.1577276076220228E-12,6921,7874,1.0,14.944346722517551,65,2,28
1.1481146411839374E-12,6920,774,40.600082,90.69511107259815,636,2,24
1.1398728895473022E-12,6919,1232,36.000065,73.13897649345579,336,2,50
1.1394461070662719E-12,6918,2286,25.400024,27.27544854400736,830,2,88
1.1366051620419788E-12,6917,2418,24.00002,64.79851667462546,589,1,17
1.1344079820724294E-12,6916,2692,21.40001,88.88775918659873,479,3,15
1.1300383785205459E-12,6915,2269,25.600025,77.82807854065409,620,3,20
1.1276021305305229E-12,6914,3660,11.599994,18.509817062138836,784,3,73
1.1239748745857401E-12,6913,1434,34.000057,53.69354123797688,575,3,62
1.1045348508138126E-12,6912,3239,15.79999,75.79422666545886,266,2,18
1.1010855074872608E-12,6911,3169,16.59999,32.18822317116525,574,2,49
1.0944931028214673E-12,6910,6654,1.0,3.90403940357806,554,2,58
1.0938351483875618E-12,6909,3073,17.599995,34.769239568661774,762,1,28
1.0873764907259856E-12,6908,2231,26.000027,40.69600190807028,222,1,98
1.0872741750631336E-12,6907,3097,17.199993,65.4619981178693,591,2,14
1.0828955154907085E-12,6906,8297,1.0,17.337628213786743,401,2,5
1.0777038973721875E-12,6905,257,45.800102,93.70333112615175,712,1,19
1.068993574861042E-12,6904,1973,28.600037,93.20648019252695,631,3,17
1.0665034341321573E-12,6903,2604,22.200012,46.01867526029259,307,3,76
1.0649437269714368E-12,6902,882,39.400078,73.98123323672004,215,3,96
1.06202148663323E-12,6901,9646,1.0,6.73377298719292,126,2,72
1.0607457749888996E-12,6900,2491,23.400017,41.79518118881507,460,2,60
1.0557626082201952E-12,6899,1655,31.800049,57.13652701643962,416,2,57
1.0552845104542114E-12,6898,3206,16.19999,79.08863860156167,80,2,46
1.048096423438867E-12,6897,2263,25.600025,71.93964311559401,876,3,18
1.0437886426142133E-12,6896,2473,23.600018,54.248797487764946,181,1,61
1.0425648390391595E-12,6895,4754,1.0,6.182997840755582,221,2,54
1.0420801160293456E-12,6894,2993,18.399998,24.59499848765229,713,2,79
1.0413962451651082E-12,6893,6333,1.0,4.031701057748985,815,2,41
1.0411830991801931E-12,6892,3065,17.599995,41.99597756969606,792,2,26
1.039634031432368E-12,6891,3421,13.999991,20.01855524467372,951,3,73
1.0314945688877331E-12,6890,2972,18.599998,62.57023162847608,366,3,30
1.0293898592712389E-12,6889,3332,14.99999,33.255510081893256,239,2,83
1.028610597009462E-12,6888,2873,19.600002,90.32780761329407,384,3,16
1.0247923906232422E-12,6887,1886,29.40004,56.2354358189401,754,1,25
1.0190424610715163E-12,6886,1349,34.80006,79.29380365434245,597,3,32
1.0190349149062041E-12,6885,1216,36.200066,59.62360119464423,320,1,60
1.0108133863153646E-12,6884,1143,36.800068,53.36751546708444,476,3,85
1.0058412589791506E-12,6883,5215,1.0,3.6087076027497496,991,3,51
1.000991135270501E-12,6882,2510,23.200016,40.991579600186306,392,3,84
1.0009505867466974E-12,6881,2632,22.000011,99.10522903178722,91,3,51
9.96199968366414E-13,6880,7148,1.0,9.483085579168556,187,1,22
9.960667923915794E-13,6879,901,39.400078,48.43299708732187,583,2,81
9.942642872532066E-13,6878,3258,15.59999,52.3884812562002,819,1,11
9.93710580454226E-13,6877,2283,25.400024,28.455197642302235,808,2,88
9.918322187504371E-13,6876,1866,29.60004,57.000953647472436,753,2,33
9.914504881792894E-13,6875,3180,16.39999,18.946128694701883,889,2,92
9.903923029386648E-13,6874,544,42.80009,66.04498707123687,249,1,78
9.896980171935242E-13,6873,4724,1.0,8.277433295987743,207,1,26
9.888487992726313E-13,6872,1028,38.000072,37.229734428728186,786,1,74
9.875896312881574E-13,6871,2476,23.600018,31.160707384233284,743,3,85
9.865008676880754E-13,6870,3696,11.199994,36.13097137192034,955,1,12
9.859293880282258E-13,6869,152,46.800106,95.20519020056686,1000,1,15
9.853331054753207E-13,6868,6942,1.0,10.262518839168006,202,1,18
9.81063254101558E-13,6867,2414,24.20002,45.672204228792786,509,2,51
9.810195445307463E-13,6866,118,47.200108,87.41867958732271,737,2,30
9.807184979802318E-13,6865,3118,16.999992,31.08083989643728,308,2,93
9.78946847764445E-13,6864,2102,27.200031,36.213575368800655,571,3,98
9.786903137254539E-13,6863,1119,37.20007,92.72676775492484,328,1,28
9.754478092274701E-13,6862,2871,19.600002,87.68662987191304,857,3,9
9.75414388580644E-13,6861,667,41.600086,45.2104912474861,833,2,75
9.734116674972543E-13,6860,1037,38.000072,73.05234218029952,383,3,61
9.664057872099889E-13,6859,4480,3.4000006,36.75730128606266,185,2,11
9.655242725357429E-13,6858,798,40.40008,61.31959834392971,508,2,62
9.622718598446032E-13,6857,551,42.80009,90.95251354179292,312,1,37
9.590727793349039E-13,6856,393,44.400097,46.200166197049896,934,1,55
9.58679503508379E-13,6855,4715,1.2,17.504325803601724,675,2,4
9.55876378521327E-13,6854,5041,1.0,8.3030621042123,967,2,10
9.545171456274605E-13,6853,3830,9.999995,25.862813144325216,980,3,29
9.475793138690452E-13,6852,380,44.600098,71.10526505347818,960,2,33
9.45322530128754E-13,6851,9029,1.0,13.053833694814607,284,3,14
9.441265872818531E-13,6850,4918,1.0,22.84560186094596,13,1,38
9.440243116121286E-13,6849,1885,29.40004,81.02653863769592,601,1,16
9.396210763761093E-13,6848,868,39.60008,62.67170207189789,356,1,59
9.382760901529604E-13,6847,3278,15.39999,39.26778836596825,449,2,40
9.358677075808664E-13,6846,4051,7.599997,59.747533752177645,25,3,82
9.333069664896256E-13,6845,534,43.00009,97.67337334375452,272,1,37
9.32059044238475E-13,6844,970,38.600075,44.7542840269546,600,1,69
9.30649407758667E-13,6843,7348,1.0,7.1813971762461515,294,1,26
9.21193299545638E-13,6842,2764,20.600006,43.110869790377215,231,1,66
9.207974577081401E-13,6841,3287,15.39999,49.88285434746824,111,2,80
9.187056434801585E-13,6840,4314,4.9999995,44.88305366479792,562,1,4
9.085203469900533E-13,6839,706,41.200085,57.472387028176165,874,1,36
9.059641420475943E-13,6838,2913,19.2,99.97632405769792,499,3,11
9.057435688348934E-13,6837,738,41.000084,69.70434044071588,736,1,29
9.052109935874337E-13,6836,1180,36.600067,82.52238122339479,747,3,28
9.014448853595892E-13,6835,1969,28.600037,54.63293005776816,275,2,79
8.994587775740638E-13,6834,775,40.600082,63.06738477648435,573,1,42
8.993365185248417E-13,6833,3412,14.199991,29.30503980846437,812,1,29
8.964468108702767E-13,6832,3793,10.199995,17.15292714839591,465,2,99
8.913683417928984E-13,6831,4023,7.9999967,31.890354873636042,313,1,24
8.886921824671869E-13,6830,1501,33.200054,69.44854306480747,860,3,30
8.886046930237251E-13,6829,833,40.00008,50.45488454690905,538,1,65
8.873947640932555E-13,6828,2171,26.600029,69.95240960961056,511,2,28
8.867089728921298E-13,6827,1775,30.600044,48.28840421332121,794,3,55
8.861012852102355E-13,6826,3293,15.39999,28.050857166994845,987,3,47
8.849682508990034E-13,6825,535,43.00009,79.58423903605227,505,2,44
8.81160752218994E-13,6824,3810,10.199995,59.559653153947,493,2,10
8.79032916696592E-13,6823,3816,9.999995,98.99259858393997,10,2,86
8.772211867140676E-13,6822,986,38.400074,56.6540792861326,367,1,68
8.762312907358631E-13,6821,3762,10.599995,31.07662076533512,275,2,55
8.760235121366955E-13,6820,1090,37.40007,57.18707804487444,646,1,41
8.712811196849985E-13,6819,618,42.20009,57.564765297433304,743,1,43
8.709089739308241E-13,6818,5582,1.0,22.124923772727957,211,3,7
8.68679583686389E-13,6817,512,43.200092,79.91638709407154,556,2,41
8.672429716872314E-13,6816,3304,15.19999,25.081756299094504,545,1,59
8.63057708357436E-13,6815,8586,1.0,3.375311507286721,838,1,45
8.627334587832747E-13,6814,5845,1.0,2.0180907395888337,963,1,99
8.596995477589719E-13,6813,1199,36.400066,91.71644905347665,592,2,24
8.58714964015352E-13,6812,5358,1.0,20.184495428995845,77,2,16
8.583406163560457E-13,6811,9446,1.0,14.44562408993237,260,3,13
8.54436967545573E-13,6810,576,42.60009,54.90271798173983,584,1,58
8.510252909840787E-13,6809,3374,14.599991,20.262947618119874,664,2,93
8.508180843203408E-13,6808,1629,32.00005,60.34161525238483,308,3,85
8.450319816599873E-13,6807,3714,10.999994,30.650164487707926,664,3,35
8.442830310105363E-13,6806,2647,21.80001,65.70743244822636,265,1,31
8.410646333125146E-13,6805,3411,14.199991,19.519809876197893,564,1,83
8.406299342651621E-13,6804,1907,29.200039,56.71524668239672,523,3,55
8.396834904546524E-13,6803,5453,1.0,8.418551507733236,467,1,14
8.384776057486989E-13,6802,665,41.600086,83.90157413181986,327,3,65
8.37993580721355E-13,6801,1554,32.800053,50.12311725845308,452,3,91
8.378530907552173E-13,6800,4031,7.799997,85.36669329715829,50,3,27
8.373808771050078E-13,6799,3511,13.199992,36.45264251920321,820,1,18
8.361109858276878E-13,6798,1820,30.000042,71.85521353777264,155,2,84
8.336467384290505E-13,6797,3405,14.199991,31.518845896899617,322,1,55
8.326469029309664E-13,6796,8451,1.0,5.421520018479445,232,2,72
8.274664700845197E-13,6795,434,44.000095,70.17565027390641,461,2,63
8.256021431375485E-13,6794,2233,26.000027,92.62592484178148,131,2,50
8.246452842772679E-13,6793,5798,1.0,11.88944878365702,528,2,9
